gov_census_pid6,gov_fips_state,gov_fips_county,gov_fips_place,gov_host_county,gov_unit_name,gov_unit_type,gov_function_type,school_district_type,gov_address_street,gov_address_street2,gov_address_city,gov_address_state,gov_address_zip,gov_address_zip4,gov_website,gov_unit_name_alias
183793,41,001,99001,BAKER,COUNTY OF BAKER,County,,,1995 3RD ST,,BAKER CITY,OR,97814,3398,http://www.bakercounty.org,Baker County
209184,41,003,99003,BENTON,COUNTY OF BENTON,County,,,PO BOX 3020,,CORVALLIS,OR,97339,3020,http://www.co.benton.or.us/,Benton County
173610,41,005,99005,CLACKAMAS,COUNTY OF CLACKAMAS,County,,,2051 KAEN RD,STE 491,OREGON CITY,OR,97045,4035,http://www.clackamas.us,Clackamas County
209185,41,007,99007,CLATSOP,COUNTY OF CLATSOP,County,,,800 EXCHANGE ST,STE 310,ASTORIA,OR,97103,4641,http://www.co.clatsop.or.us/,Clatsop County
173611,41,009,99009,COLUMBIA,COUNTY OF COLUMBIA,County,,,230 STRAND ST,,SAINT HELENS,OR,97051,,http://www.co.columbia.or.us/,Columbia County
133194,41,011,99011,COOS,COUNTY OF COOS,County,,,250 N BAXTER ST,,COQUILLE,OR,97423,1878,http://www.co.coos.or.us/,Coos County
187138,41,013,99013,CROOK,COUNTY OF CROOK,County,,,200 NE 2RD ST,,PRINEVILLE,OR,97754,,http://www.co.crook.or.us/,Crook County
173612,41,015,99015,CURRY,COUNTY OF CURRY,County,,,94235 MOORE ST,SUITE 122,GOLD BEACH,OR,97444,9699,http://www.co.curry.or.us/,Curry County
173613,41,017,99017,DESCHUTES,COUNTY OF DESCHUTES,County,,,1300 NW WALL ST,STE 206,BEND,OR,97703,,http://www.deschutes.org/,Deschutes County
133195,41,019,99019,DOUGLAS,COUNTY OF DOUGLAS,County,,,1036 SE DOUGLAS AVE,,ROSEBURG,OR,97470,3368,http://www.co.douglas.or.us/,Douglas County
111584,41,021,99021,GILLIAM,COUNTY OF GILLIAM,County,,,PO BOX 427,,CONDON,OR,97823,0427,http://www.co.gilliam.or.us,Gilliam County
173614,41,023,99023,GRANT,COUNTY OF GRANT,County,,,201 S HUMBOLT ST,STE 280,CANYON CITY,OR,97820,6192,http://www.gcoregonlive2.com,Grant County
193955,41,025,99025,HARNEY,COUNTY OF HARNEY,County,,,450 N BUENA VISTA AVE,,BURNS,OR,97720,1533,http://www.co.harney.or.us/,Harney County
133196,41,027,99027,HOOD RIVER,COUNTY OF HOOD RIVER,County,,,601 STATE ST,,HOOD RIVER,OR,97031,1899,http://www.co.hood-river.or.us/,Hood River County
173615,41,029,99029,JACKSON,COUNTY OF JACKSON,County,,,10 S OAKDALE AVE,RM 214,MEDFORD,OR,97501,2992,http://www.co.jackson.or.us/,Jackson County
173616,41,031,99031,JEFFERSON,COUNTY OF JEFFERSON,County,,,66 SE D ST,STE A,MADRAS,OR,97741,1621,http://www.co.jefferson.or.us,Jefferson County
173617,41,033,99033,JOSEPHINE,COUNTY OF JOSEPHINE,County,,,500 NW 6TH ST,DEPT 6,GRANTS PASS,OR,97526,2065,http://www.co.josephine.or.us/,Josephine County
111585,41,035,99035,KLAMATH,COUNTY OF KLAMATH,County,,,305 MAIN ST,STE 224,KLAMATH FALLS,OR,97601,6332,http://www.klamathcounty.org,Klamath County
133197,41,037,99037,LAKE,COUNTY OF LAKE,County,,,513 CENTER ST,213,LAKEVIEW,OR,97630,1579,http://www.lakecountyor.org/,Lake County
173618,41,039,99039,LANE,COUNTY OF LANE,County,,,125 E 8TH AVE,,EUGENE,OR,97401,2923,http://www.lanecounty.org,Lane County
173619,41,041,99041,LINCOLN,COUNTY OF LINCOLN,County,,,225 W OLIVE ST,STE 110,NEWPORT,OR,97365,3811,http://www.co.lincoln.or.us/,Lincoln County
202429,41,043,99043,LINN,COUNTY OF LINN,County,,,PO BOX 100,,ALBANY,OR,97321,0031,http://www.co.linn.or.us/,Linn County
133198,41,045,99045,MALHEUR,COUNTY OF MALHEUR,County,,,251 B ST W,STE 5,VALE,OR,97918,1375,http://www.malheurco.org/,Malheur County
133199,41,047,99047,MARION,COUNTY OF MARION,County,,,PO BOX 14500,,SALEM,OR,97309,5036,http://co.marion.or.us/,Marion County
173620,41,049,99049,MORROW,COUNTY OF MORROW,County,,,PO BOX 788,,HEPPNER,OR,97836,0788,http://www.morrowcountyoregon.com/,Morrow County
173621,41,051,99051,MULTNOMAH,COUNTY OF MULTNOMAH,County,,,501 SE HAWTHORNE BLVD,STE 600,PORTLAND,OR,97214,3588,http://www.multco.us,Multnomah County
173622,41,053,99053,POLK,COUNTY OF POLK,County,,,850 MAIN ST,,DALLAS,OR,97338,3147,http://www.co.polk.or.us/,Polk County
193956,41,055,99055,SHERMAN,COUNTY OF SHERMAN,County,,,PO BOX 365,,MORO,OR,97039,0365,http://www.sherman-county.com/,Sherman County
111587,41,057,99057,TILLAMOOK,COUNTY OF TILLAMOOK,County,,,201 LAUREL AVE,,TILLAMOOK,OR,97141,2381,http://www.co.tillamook.or.us/,Tillamook County
183795,41,059,99059,UMATILLA,COUNTY OF UMATILLA,County,,,216 SE 4TH ST,RM 104,PENDLETON,OR,97801,2699,http://www.umatillacounty.net,Umatilla County
209186,41,061,99061,UNION,COUNTY OF UNION,County,,,1106 K AVE,,LA GRANDE,OR,97850,2131,http://www.unioncounty.org,Union County
173623,41,063,99063,WALLOWA,COUNTY OF WALLOWA,County,,,101 S RIVER ST,,ENTERPRISE,OR,97828,1363,http://www.wallowa.co.or.us,Wallowa County
133200,41,065,99065,WASCO,COUNTY OF WASCO,County,,,2705 E 2ND ST,,THE DALLES,OR,97058,,http://www.co.wasco.or.us/,Wasco County
173624,41,067,99067,WASHINGTON,COUNTY OF WASHINGTON,County,,,155 N 1ST AVE,STE 300,HILLSBORO,OR,97124,3072,http://www.co.washington.or.us,Washington County
173625,41,069,99069,WHEELER,COUNTY OF WHEELER,County,,,PO BOX 447,,FOSSIL,OR,97830,0447,http://www.wheelercountyoregon.gov,Wheeler County
183794,41,071,99071,YAMHILL,COUNTY OF YAMHILL,County,,,535 NE 5TH ST,,MCMINNVILLE,OR,97128,4523,http://www.co.yamhill.or.us/,Yamhill County
111588,41,001,71000,BAKER,CITY OF SUMPTER,Municipal,,,PO BOX 68,,SUMPTER,OR,97877,0068,,Sumpter
133201,41,001,61700,BAKER,CITY OF RICHLAND,Municipal,,,PO BOX 266,,RICHLAND,OR,97870,0266,,Richland
173626,41,001,31600,BAKER,TOWN OF HAINES,Municipal,,,PO BOX 208,,HAINES,OR,97833,0208,http://WWW.HAINESOREGON.COM,Haines
173627,41,001,31650,BAKER,CITY OF HALFWAY,Municipal,,,PO BOX 738,,HALFWAY,OR,97834,0738,,Halfway
191288,41,001,03650,BAKER,CITY OF BAKER CITY,Municipal,,,1995 3RD STREET,,BAKER CITY,OR,97814,,http://www.bakercity.com/,Baker City
193957,41,001,35700,BAKER,CITY OF HUNTINGTON,Municipal,,,PO BOX 369,,HUNTINGTON,OR,97907,0369,,Huntington
209187,41,001,76250,BAKER,CITY OF UNITY,Municipal,,,PO BOX 7,,UNITY,OR,97884,0007,,Unity
111589,41,003,49600,BENTON,CITY OF MONROE,Municipal,,,PO BOX 486,,MONROE,OR,97456,0486,,Monroe
133202,41,003,15800,BENTON,CITY OF CORVALLIS,Municipal,,,501 SW MADISON AVE,,CORVALLIS,OR,97333,,http://www.ci.corvallis.or.us/,Corvallis
173629,41,003,57450,BENTON,CITY OF PHILOMATH,Municipal,,,PO BOX 400,,PHILOMATH,OR,97370,0400,http://www.ci.philomath.or.us/,Philomath
173630,41,003,00275,BENTON,CITY OF ADAIR VILLAGE,Municipal,,,6030 NE WILLIAM R CARR ST,,ADAIR VILLAGE,OR,97330,9444,http://www.adairvillage.org,Adair Village
111591,41,005,23800,CLACKAMAS,CITY OF ESTACADA,Municipal,,,PO BOX 958,,ESTACADA,OR,97023,0958,http://www.cityofestacada.org/,Estacada
111592,41,005,65250,CLACKAMAS,CITY OF SANDY,Municipal,,,39250 PIONEER BLVD,,SANDY,OR,97055,8001,http://www.ci.sandy.or.us/,Sandy
133203,41,005,49450,CLACKAMAS,CITY OF MOLALLA,Municipal,,,PO BOX 248,,MOLALLA,OR,97038,0248,http://www.cityofmolalla.com,Molalla
133204,41,005,40550,CLACKAMAS,CITY OF LAKE OSWEGO,Municipal,,,PO BOX 369,,LAKE OSWEGO,OR,97034,0369,http://www.oswego.or.us,Lake Oswego
133205,41,005,80150,CLACKAMAS,CITY OF WEST LINN,Municipal,,,22500 SALAMO RD,,WEST LINN,OR,97068,8301,http://westlinnoregon.gov/,West Linn
133206,41,005,32050,CLACKAMAS,CITY OF HAPPY VALLEY,Municipal,,,16000 SE MISTY DR,,HAPPY VALLEY,OR,97086,4288,http://WWW.HAPPY-VALLEY.ORG,Happy Valley
173631,41,005,04000,CLACKAMAS,CITY OF BARLOW,Municipal,,,106 N MAIN ST,,CANBY,OR,97013,9191,,Barlow
173632,41,005,37650,CLACKAMAS,CITY OF JOHNSON CITY,Municipal,,,16121 SE 81ST AVE,,PORTLAND,OR,97267,5390,,Johnson City
173633,41,005,82800,CLACKAMAS,CITY OF WILSONVILLE,Municipal,,,29799 SW TOWN CENTER LOOP E,,WILSONVILLE,OR,97070,6499,http://www.ci.wilsonville.or.us/,Wilsonville
191289,41,005,10750,CLACKAMAS,CITY OF CANBY,Municipal,,,PO BOX 930,,CANBY,OR,97013,0930,http://WWW.CI.CANBY.OR.US,Canby
193958,41,005,55200,CLACKAMAS,CITY OF OREGON CITY,Municipal,,,PO BOX 3040,,OREGON CITY,OR,97045,0304,http://www.orcity.org,Oregon City
205211,41,005,29000,CLACKAMAS,CITY OF GLADSTONE,Municipal,,,525 PORTLAND AVE,,GLADSTONE,OR,97027,2199,,Gladstone
205212,41,005,62250,CLACKAMAS,CITY OF RIVERGROVE,Municipal,,,PO BOX 1104,,LAKE OSWEGO,OR,97035,0501,http://www.rivergrove.home.comcast.net,Rivergrove
209188,41,005,48650,CLACKAMAS,CITY OF MILWAUKIE,Municipal,,,10722 SE MAIN ST,,MILWAUKIE,OR,97222,7670,http://www.cityofmilwaukie.org/,Milwaukie
111593,41,007,10850,CLATSOP,CITY OF CANNON BEACH,Municipal,,,PO BOX 368,,CANNON BEACH,OR,97110,0368,http://www.ci.cannonbeach.or.us,Cannon Beach
191290,41,007,65950,CLATSOP,CITY OF SEASIDE,Municipal,,,989 BROADWAY ST,,SEASIDE,OR,97138,7826,http://www.cityofseaside.us,Seaside
205213,41,007,03150,CLATSOP,CITY OF ASTORIA,Municipal,,,1095 DUANE ST,,ASTORIA,OR,97103,4584,http://www.astoria.or.us/,Astoria
209189,41,007,28450,CLATSOP,CITY OF GEARHART,Municipal,,,PO BOX 2510,,GEARHART,OR,97138,2510,http://www.cityofgearhart.com,Gearhart
209190,41,007,78900,CLATSOP,CITY OF WARRENTON,Municipal,,,PO BOX 250,,WARRENTON,OR,97146,0250,http://www.ci.warrenton.or.us,Warrenton
133207,41,009,14750,COLUMBIA,CITY OF COLUMBIA CITY,Municipal,,,PO BOX 189,,COLUMBIA CITY,OR,97018,0189,http://www.columbiacity.org,Columbia City
173635,41,009,59750,COLUMBIA,CITY OF PRESCOTT,Municipal,,,72742 BLAKELY ST,,RAINIER,OR,97048,3801,,Prescott
173636,41,009,60850,COLUMBIA,CITY OF RAINIER,Municipal,,,PO BOX 100,,RAINIER,OR,97048,0100,http://www.cityofrainier.com,Rainier
173637,41,009,64600,COLUMBIA,CITY OF ST HELENS,Municipal,,,PO BOX 278,,SAINT HELENS,OR,97051,0278,http://www.ci.sthelens.or.us,St Helens
184241,41,009,13750,COLUMBIA,CITY OF CLATSKANIE,Municipal,,,PO BOX 9,,CLATSKANIE,OR,97016,0009,http://www.cityofclatskanie.com,Clatskanie
187139,41,009,77250,COLUMBIA,CITY OF VERNONIA,Municipal,,,1001 BRIDGE ST,,VERNONIA,OR,97064,1240,,Vernonia
205214,41,009,65500,COLUMBIA,CITY OF SCAPPOOSE,Municipal,,,33568 E COLUMBIA AVE,,SCAPPOOSE,OR,97056,3423,http://WWW.CI.SCAPPOOSE.OR.US,Scappoose
133208,41,011,15250,COOS,CITY OF COOS BAY,Municipal,,,500 CENTRAL AVE,,COOS BAY,OR,97420,1895,http://www.coosbay.org/,Coos Bay
133209,41,011,59600,COOS,CITY OF POWERS,Municipal,,,PO BOX 250,275 FIR ST,POWERS,OR,97466,0250,,Powers
173638,41,011,15350,COOS,CITY OF COQUILLE,Municipal,,,851 N CENTRAL BLVD,,COQUILLE,OR,97423,1253,http://WWW.CITYOFCOQUILLE.ORG,Coquille
173639,41,011,51050,COOS,CITY OF MYRTLE POINT,Municipal,,,424 5TH ST,,MYRTLE POINT,OR,97458,1194,,Myrtle Point
173640,41,011,53000,COOS,CITY OF NORTH BEND,Municipal,,,PO BOX B,,NORTH BEND,OR,97459,0014,http://www.northbendcity.org,North Bend
173641,41,011,40650,COOS,CITY OF LAKESIDE,Municipal,,,PO BOX L,,LAKESIDE,OR,97449,,http://www.cityoflakeside.org,Lakeside
193959,41,011,03800,COOS,CITY OF BANDON,Municipal,,,PO BOX 67,,BANDON,OR,97411,0067,http://CI.BANDON.OR.US,Bandon
173642,41,013,59850,CROOK,CITY OF PRINEVILLE,Municipal,,,387 NE 3RD ST,,PRINEVILLE,OR,97754,1901,http://WWW.CITYOFPRINEVILLE.COM,Prineville
133210,41,015,59250,CURRY,CITY OF PORT ORFORD,Municipal,,,PO BOX 310,,PORT ORFORD,OR,97465,0310,http://PORTORFORD.ORG,Port Orford
173643,41,015,29900,CURRY,CITY OF GOLD BEACH,Municipal,,,29592 ELLENSBURG AVE,,GOLD BEACH,OR,97444,6700,http://www.goldbeachoregon.gov,Gold Beach
211252,41,015,08650,CURRY,CITY OF BROOKINGS,Municipal,,,898 ELK DR,,BROOKINGS,OR,97415,9699,http://www.brookings.or.us,Brookings
111596,41,017,67950,DESCHUTES,CITY OF SISTERS,Municipal,,,PO BOX 39,,SISTERS,OR,97759,,http://www.ci.sisters.or.us,Sisters
173644,41,017,61200,DESCHUTES,CITY OF REDMOND,Municipal,,,716 SW EVERGREEN AVE,,REDMOND,OR,97756,2242,http://www.ci.redmond.or.us,Redmond
193960,41,017,05800,DESCHUTES,CITY OF BEND,Municipal,,,710 NW WALL ST,,BEND,OR,97703,2713,http://www.ci.bend.or.us/,Bend
219835,41,017,41050,DESCHUTES,CITY OF LA PINE,Municipal,,,PO BOX 2460,,LA PINE,OR,97739,,http://www.ci.la-pine.or.us/,La Pine
111597,41,019,61300,DOUGLAS,CITY OF REEDSPORT,Municipal,,,451 WINCHESTER AVE,,REEDSPORT,OR,97467,,http://www.cityofreedsport.org,Reedsport
111598,41,019,83400,DOUGLAS,CITY OF WINSTON,Municipal,,,201 NW DOUGLAS BLVD,,WINSTON,OR,97496,8551,http://www.winstoncity.org,Winston
133211,41,019,11000,DOUGLAS,CITY OF CANYONVILLE,Municipal,,,PO BOX 765,,CANYONVILLE,OR,97417,0765,,Canyonville
133212,41,019,61850,DOUGLAS,CITY OF RIDDLE,Municipal,,,PO BOX 143,,RIDDLE,OR,97469,0143,,Riddle
133213,41,019,84600,DOUGLAS,CITY OF YONCALLA,Municipal,,,PO BOX 508,,YONCALLA,OR,97499,0508,,Yoncalla
173645,41,019,20500,DOUGLAS,CITY OF DRAIN,Municipal,,,PO BOX 158,,DRAIN,OR,97435,0158,http://www.cityofdrain.org,Drain
173646,41,019,22800,DOUGLAS,CITY OF ELKTON,Municipal,,,PO BOX 508,,ELKTON,OR,97436,0508,,Elkton
173647,41,019,29350,DOUGLAS,CITY OF GLENDALE,Municipal,,,PO BOX 361,,GLENDALE,OR,97442,0361,http://www.cityofglendaleor.com,Glendale
173648,41,019,54000,DOUGLAS,CITY OF OAKLAND,Municipal,,,637 LOCUST ST,,OAKLAND,OR,97462,9836,,Oakland
173649,41,019,63650,DOUGLAS,CITY OF ROSEBURG,Municipal,,,900 SE DOUGLAS AVE,,ROSEBURG,OR,97470,3397,http://www.cityofroseburg.org,Roseburg
173650,41,019,71650,DOUGLAS,CITY OF SUTHERLIN,Municipal,,,126 E CENTRAL AVE,,SUTHERLIN,OR,97479,9556,http://www.ci.sutherlin.or.us/,Sutherlin
211826,41,019,50950,DOUGLAS,CITY OF MYRTLE CREEK,Municipal,,,PO BOX 940,,MYRTLE CREEK,OR,97457,0123,http://www.cityofmyrtlecreek.com,Myrtle Creek
133214,41,021,43400,GILLIAM,CITY OF LONEROCK,Municipal,,,104 SE MAIN ST,,CONDON,OR,97823,,,Lonerock
173651,41,021,15000,GILLIAM,CITY OF CONDON,Municipal,,,PO BOX 445,,CONDON,OR,97823,0445,http://www.cityofcondon.com,Condon
193961,41,021,02800,GILLIAM,CITY OF ARLINGTON,Municipal,,,PO BOX 68,,ARLINGTON,OR,97812,0068,,Arlington
111599,41,023,37550,GRANT,CITY OF JOHN DAY,Municipal,,,450 E MAIN ST,,JOHN DAY,OR,97845,1238,http://www.cityofjohnday.com,John Day
133215,41,023,43550,GRANT,CITY OF LONG CREEK,Municipal,,,PO BOX 489,,LONG CREEK,OR,97856,0489,http://www.cityoflongcreek.com,Long Creek
133216,41,023,30500,GRANT,CITY OF GRANITE,Municipal,,,1378 MAIN ST,,GRANITE,OR,97877,8700,,Granite
173652,41,023,10950,GRANT,TOWN OF CANYON CITY,Municipal,,,PO BOX 276,,CANYON CITY,OR,97820,0276,,Canyon City
173653,41,023,18300,GRANT,TOWN OF DAYVILLE,Municipal,,,PO BOX 321,,DAYVILLE,OR,97825,0321,,Dayville
173654,41,023,49750,GRANT,CITY OF MONUMENT,Municipal,,,PO BOX 426,,MONUMENT,OR,97864,0426,,Monument
193962,41,023,66200,GRANT,CITY OF SENECA,Municipal,,,PO BOX 208,,SENECA,OR,97873,0208,,Seneca
209191,41,023,50250,GRANT,CITY OF MOUNT VERNON,Municipal,,,PO BOX 647,,MOUNT VERNON,OR,97865,0647,,Mount Vernon
209192,41,023,59650,GRANT,CITY OF PRAIRIE CITY,Municipal,,,PO BOX 370,,PRAIRIE CITY,OR,97869,0370,,Prairie City
111600,41,025,09800,HARNEY,CITY OF BURNS,Municipal,,,242 S BROADWAY AVE,,BURNS,OR,97720,2297,http://www.ci.burns.or.us,Burns
133217,41,025,34250,HARNEY,TOWN OF HINES,Municipal,,,PO BOX 336,,HINES,OR,97738,0336,http://www.hinesoregon.com,Hines
173655,41,027,11600,HOOD RIVER,CITY OF CASCADE LOCKS,Municipal,,,PO BOX 308,140 WANAPA ST,CASCADE LOCKS,OR,97014,,http://www.cascade-locks.or.us/,Cascade Locks
173656,41,027,34900,HOOD RIVER,CITY OF HOOD RIVER,Municipal,,,211 2ND ST,,HOOD RIVER,OR,97031,2003,http://www.ci.hoodriver.or.us/,Hood River
111601,41,029,03050,JACKSON,CITY OF ASHLAND,Municipal,,,20 E MAIN ST,,ASHLAND,OR,97520,1850,http://www.ashland.or.us/,Ashland
111604,41,029,57500,JACKSON,CITY OF PHOENIX,Municipal,,,PO BOX 330,,PHOENIX,OR,97535,0330,http://www.phoenixoregon.net,Phoenix
133218,41,029,66550,JACKSON,CITY OF SHADY COVE,Municipal,,,PO BOX 1210,,SHADY COVE,OR,97539,1210,http://www.shadycove.net/,Shady Cove
173657,41,029,10050,JACKSON,TOWN OF BUTTE FALLS,Municipal,,,PO BOX 268,,BUTTE FALLS,OR,97522,0268,,Butte Falls
173658,41,029,12400,JACKSON,CITY OF CENTRAL POINT,Municipal,,,140 S 3RD ST,,CENTRAL POINT,OR,97502,2216,http://www.centralpointoregon.gov,Central Point
173659,41,029,63450,JACKSON,CITY OF ROGUE RIVER,Municipal,,,PO BOX 1137,,ROGUE RIVER,OR,97537,1137,http://www.cityofrogueriver.org,Rogue River
184242,41,029,21550,JACKSON,CITY OF EAGLE POINT,Municipal,,,PO BOX 779,,EAGLE POINT,OR,97524,0779,http://www.cityofeaglepoint.com/,Eagle Point
191291,41,029,47000,JACKSON,CITY OF MEDFORD,Municipal,,,411 W 8TH ST,,MEDFORD,OR,97501,3105,http://www.ci.medford.or.us/,Medford
209193,41,029,29950,JACKSON,CITY OF GOLD HILL,Municipal,,,PO BOX 308,,GOLD HILL,OR,97525,0308,http://www.ci.goldhill.or.us,Gold Hill
209194,41,029,37000,JACKSON,CITY OF JACKSONVILLE,Municipal,,,PO BOX 7,,JACKSONVILLE,OR,97530,0007,,Jacksonville
209195,41,029,72500,JACKSON,CITY OF TALENT,Municipal,,,PO BOX 445,,TALENT,OR,97540,,http://www.cityoftalent.org/,Talent
173660,41,031,47750,JEFFERSON,CITY OF METOLIUS,Municipal,,,636 JEFFERSON AVE,,METOLIUS,OR,97741,2407,,Metolius
187143,41,031,17300,JEFFERSON,CITY OF CULVER,Municipal,,,200 FIRST AVE,,CULVER,OR,97734,,http://www.cityofculver.net,Culver
193963,41,031,45250,JEFFERSON,CITY OF MADRAS,Municipal,,,125 SW E ST,,MADRAS,OR,97741,,http://www.ci.madras.or.us/,Madras
133219,41,033,11850,JOSEPHINE,CITY OF CAVE JUNCTION,Municipal,,,PO BOX 1396,,CAVE JUNCTION,OR,97523,,,Cave Junction
209196,41,033,30550,JOSEPHINE,CITY OF GRANTS PASS,Municipal,,,101 NW A ST,,GRANTS PASS,OR,97526,2091,http://www.grants.passonegon.gov,Grants Pass
111605,41,035,07300,KLAMATH,TOWN OF BONANZA,Municipal,,,PO BOX 297,,BONANZA,OR,97623,0297,,Bonanza
133220,41,035,13050,KLAMATH,CITY OF CHILOQUIN,Municipal,,,PO BOX 196,,CHILOQUIN,OR,97624,0196,,Chiloquin
173661,41,035,39700,KLAMATH,CITY OF KLAMATH FALLS,Municipal,,,PO BOX 237,,KLAMATH FALLS,OR,97601,0361,http://www.ci.klamathfalls.or.us/,Klamath Falls
173662,41,035,47700,KLAMATH,CITY OF MERRILL,Municipal,,,PO BOX 487,,MERRILL,OR,97633,0487,,Merrill
209197,41,035,45400,KLAMATH,CITY OF MALIN,Municipal,,,PO BOX 61,,MALIN,OR,97632,0061,,Malin
111606,41,037,56250,LAKE,CITY OF PAISLEY,Municipal,,,PO BOX 100,,PAISLEY,OR,97636,0100,http://www.presys.com/paisley/,Paisley
133221,41,037,40700,LAKE,TOWN OF LAKEVIEW,Municipal,,,525 N 1ST ST,,LAKEVIEW,OR,97630,1503,http://www.lakevieworegon.org,Lakeview
133222,41,039,23850,LANE,CITY OF EUGENE,Municipal,,,100 W 10TH AVE ,STE 400,EUGENE,OR,97401,,http://www.eugene-or.gov,Eugene
133223,41,039,54100,LANE,CITY OF OAKRIDGE,Municipal,,,PO BOX 1410,,OAKRIDGE,OR,97463,1410,http://www.ci.oakridge.or.us,Oakridge
133224,41,039,21150,LANE,CITY OF DUNES,Municipal,,,PO BOX 97,,WESTLAKE,OR,97493,0097,http://www.dunescity.com,Dunes
173663,41,039,16950,LANE,CITY OF CRESWELL,Municipal,,,PO BOX 276,,CRESWELL,OR,97426,0276,http://www.ci.creswell.or.us/,Creswell
173664,41,039,44050,LANE,CITY OF LOWELL,Municipal,,,PO BOX 490,,LOWELL,OR,97452,0490,http://www.ci.lowell.or.us,Lowell
173665,41,039,69600,LANE,CITY OF SPRINGFIELD,Municipal,,,225 5TH ST,,SPRINGFIELD,OR,97477,4675,http://www.springfieldor.gov,Springfield
173666,41,039,79950,LANE,CITY OF WESTFIR,Municipal,,,PO BOX 296,,WESTFIR,OR,97492,0296,,Westfir
193964,41,039,15950,LANE,CITY OF COTTAGE GROVE,Municipal,,,400 E MAIN ST,,COTTAGE GROVE,OR,97424,2034,http://www.cottagegrove.org/,Cottage Grove
202430,41,039,26050,LANE,CITY OF FLORENCE,Municipal,,,250 HIGHWAY 101,,FLORENCE,OR,97439,7628,http://www.ci.florence.or.us/,Florence
209198,41,039,14400,LANE,CITY OF COBURG,Municipal,,,PO BOX 8316,,COBURG,OR,97408,1310,http://www.coburgoregon.org,Coburg
209199,41,039,38000,LANE,CITY OF JUNCTION CITY,Municipal,,,PO BOX 250,,JUNCTION CITY,OR,97448,0250,http://www.junctioncityoregon.gov,Junction City
212769,41,039,77050,LANE,CITY OF VENETA,Municipal,,,PO BOX 458,,VENETA,OR,97487,0458,http://WWW.CI.VENETA.OR.US,Veneta
173667,41,041,67500,LINCOLN,CITY OF SILETZ,Municipal,,,PO BOX 318,,SILETZ,OR,97380,0318,http://www.cityofsiletz.org,Siletz
173668,41,041,84200,LINCOLN,CITY OF YACHATS,Municipal,,,PO BOX 345,,YACHATS,OR,97498,0345,http://www.ci.yachats.or.us,Yachats
184240,41,041,74000,LINCOLN,CITY OF TOLEDO,Municipal,,,PO BOX 220,206 N MAIN ST,TOLEDO,OR,97391,,http://www.cityoftoledo.org/,Toledo
184243,41,041,42600,LINCOLN,CITY OF LINCOLN CITY,Municipal,,,PO BOX 50,,LINCOLN CITY,OR,97367,0050,http://www.lincolncity.org/,Lincoln City
202431,41,041,78000,LINCOLN,CITY OF WALDPORT,Municipal,,,PO BOX 1120,,WALDPORT,OR,97394,1120,http://www.waldport.org/,Waldport
209200,41,041,52450,LINCOLN,CITY OF NEWPORT,Municipal,,,169 SW COAST HWY,,NEWPORT,OR,97365,3806,http://www.newportoregon.gov,Newport
211827,41,041,18850,LINCOLN,CITY OF DEPOE BAY,Municipal,,,PO BOX 8,,DEPOE BAY,OR,97341,0008,http://www.cityofdepoebay.org,Depoe Bay
111609,41,043,48150,LINN,CITY OF MILL CITY,Municipal,,,PO BOX 256,,MILL CITY,OR,97360,0256,http://www.ci.mill-city.or.us,Mill City
133225,41,043,65650,LINN,CITY OF SCIO,Municipal,,,PO BOX 37,,SCIO,OR,97374,0037,http://www.ci.scio.or.us,Scio
139664,41,043,32550,LINN,CITY OF HARRISBURG,Municipal,,,PO BOX 378,,HARRISBURG,OR,97446,0378,http://www.ci.harrisburg.or.us,Harrisburg
173669,41,043,01000,LINN,CITY OF ALBANY,Municipal,,,PO BOX 490,,ALBANY,OR,97321,0144,http://www.cityofalbany.net,Albany
173670,41,043,41650,LINN,CITY OF LEBANON,Municipal,,,925 S MAIN ST,,LEBANON,OR,97355,,http://www.ci.lebanon.or.us/,Lebanon
173671,41,043,68550,LINN,CITY OF SODAVILLE,Municipal,,,30723 SODAVILLE RD,,LEBANON,OR,97355,9387,,Sodaville
173672,41,043,71950,LINN,CITY OF SWEET HOME,Municipal,,,1140 12TH AVE,,SWEET HOME,OR,97386,2111,http://www.ci.seet-home.or.us,Sweet Home
173673,41,043,72600,LINN,CITY OF TANGENT,Municipal,,,PO BOX 251,,TANGENT,OR,97389,0251,http://www.cityoftangent.org,Tangent
173674,41,043,48300,LINN,CITY OF MILLERSBURG,Municipal,,,4222 OLD SALEM RD NE,,ALBANY,OR,97321,7377,,Millersburg
187145,41,043,79050,LINN,CITY OF WATERLOO,Municipal,,,PO BOX 1066,,LEBANON,OR,97355,0016,,Waterloo
193965,41,043,09050,LINN,CITY OF BROWNSVILLE,Municipal,,,PO BOX 188,,BROWNSVILLE,OR,97327,0188,http://www.ci.brownshiville.ok.us,Brownsville
205215,41,043,31750,LINN,CITY OF HALSEY,Municipal,,,PO BOX 10,,HALSEY,OR,97348,0010,http://WWW.CITYOFHALSEY.COM,Halsey
205216,41,043,44300,LINN,CITY OF LYONS,Municipal,,,449 5TH ST,,LYONS,OR,97358,2320,http://www.cityoflyons.org,Lyons
111610,41,045,54900,MALHEUR,CITY OF ONTARIO,Municipal,,,444 SW 4TH ST,,ONTARIO,OR,97914,3497,http://ontariooregon.org/,Ontario
133226,41,045,53750,MALHEUR,CITY OF NYSSA,Municipal,,,301 MAIN ST,,NYSSA,OR,97913,3845,http://www.nyssacity.org,Nyssa
