gov_census_pid6,gov_fips_state,gov_fips_county,gov_fips_place,gov_host_county,gov_unit_name,gov_unit_type,gov_function_type,school_district_type,gov_address_street,gov_address_street2,gov_address_city,gov_address_state,gov_address_zip,gov_address_zip4,gov_website,gov_unit_name_alias
207076,41,019,,DOUGLAS,SCOTTSBURG RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 625,,SCOTTSBURG,OR,97473,0625,,Scottsburg Rural Fire Protection District
207077,41,019,,DOUGLAS,OAKLAND RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 385,,OAKLAND,OR,97462,0385,,Oakland Rural Fire Protection District
212770,41,019,,DOUGLAS,DOUGLAS COUNTY HOUSING AUTHORITY,Special District,HOUSING AND COMMUNITY DEVELOPMENT,,1000 W. STANTON STREET,,ROSEBURG,OR,97471,2757,http://HADCOR.ORG,Douglas County Housing Authority
214724,41,019,,DOUGLAS,KELLOGG RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,15218 TYEE RD,,UMPQUA,OR,97486,9761,,Kellogg Rural Fire Protection District
214736,41,019,,DOUGLAS,UPPER CLEVELAND RAPIDS ROAD DISTRICT,Special District,HIGHWAYS,,1091 UPPER CLEVELAND RAPIDS RD,,ROSEBURG,OR,97471,9672,,Upper Cleveland Rapids Road District
214750,41,019,,DOUGLAS,OAK HILL SANITARY DISTRICT,Special District,SEWERAGE,,100 KELLY AVE,,ROSEBURG,OR,97471,,,Oak Hill Sanitary District
219986,41,019,,DOUGLAS,NORTH DOUGLAS COUNTY FIRE AND EMS DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 277,,DRAIN,OR,97435,0277,,North Douglas County Fire And Ems District
239796,41,019,,DOUGLAS,CRESCENT WATER SUPPLY & IMPROVEMENT DIST,Special District,IRRIGATION,,PO BOX 247,,CRESCENT,OR,97733,0247,,Crescent Water Supply & Improvement Dist
239797,41,019,,DOUGLAS,GLIDE-IDLEYLD SANITARY DISTRICT,Special District,SEWERAGE,,PO BOX 597,,GLIDE,OR,97443,0597,,Glide-Idleyld Sanitary District
249965,41,019,,DOUGLAS,LOWER UMPQUA LIBRARY DISTRICT,Special District,LIBRARIES,,395 WINCHESTER AVE,,REEDSPORT,OR,97467,,HTTPS://WWW.LULD.ORG/,Lower Umpqua Library District
249968,41,019,,DOUGLAS,NORTH DOUGLAS LIBRARY DISTRICT,Special District,LIBRARIES,,PO BOX 128,,DRAIN,OR,97435,,HTTPS://WWW.NDLD.ORG,North Douglas Library District
249969,41,019,,DOUGLAS,UMPQUA PUBLIC TRANSPORTATION DISTRICT,Special District,PUBLIC MASS TRANSIT UTILITY,,3076 NE DIAMOND LAKE BLVD,,ROSEBURG,OR,97470,,HTTPS://UMPQUATRANSIT.COM/,Umpqua Public Transportation District
249976,41,019,,DOUGLAS,ELKTON ESTATES PHASE II SPECIAL ROAD DISTRICT,Special District,HIGHWAYS,,PO BOX 713,,ELKTON,OR,97436,,,Elkton Estates Phase Ii Special Road District
111680,41,021,,GILLIAM,PORT OF ARLINGTON,Special District,OTHER MULTI-FUNCTION DISTRICTS,,PO BOX 279,,ARLINGTON,OR,97812,0279,http://www.portofarlington.com,Port Of Arlington
133304,41,021,,GILLIAM,SOUTH GILLIAM COUNTY HEALTH DISTRICT,Special District,HEALTH,,PO BOX 597,,CONDON,OR,97823,0597,,South Gilliam County Health District
154759,41,021,,GILLIAM,GILLIAM COUNTY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,PO BOX 106,,CONDON,OR,97823,0106,,Gilliam County Soil And Water Conservation District
154760,41,021,,GILLIAM,NORTH GILLIAM COUNTY CEMETERY DISTRICT,Special District,CEMETERIES,,PO BOX 265,,ARLINGTON,OR,97812,0265,,North Gilliam County Cemetery District
154763,41,021,,GILLIAM,ROCK CREEK WATER CONTROL DISTRICT,Special District,IRRIGATION,,66979 FRENCH CHARLIE RD,,ARLINGTON,OR,97812,6546,,Rock Creek Water Control District
154764,41,021,,GILLIAM,SOUTH GILLIAM COUNTY CEMETERY DISTRICT,Special District,CEMETERIES,,PO BOX 124,,CONDON,OR,97823,0124,,South Gilliam County Cemetery District
154765,41,021,,GILLIAM,SOUTH GILLIAM COUNTY RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 623,,CONDON,OR,97823,0623,,South Gilliam County Rural Fire Protection District
191306,41,021,,GILLIAM,NORTH GILLIAM COUNTY HEALTH DISTRICT,Special District,HEALTH,,PO BOX 176,,ARLINGTON,OR,97812,0176,,North Gilliam County Health District
192866,41,021,,GILLIAM,NORTH GILLIAM COUNTY RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 476,,ARLINGTON,OR,97812,0476,,North Gilliam County Rural Fire Protection District
111681,41,023,,GRANT,LONG CREEK CEMETERY DISTRICT,Special District,CEMETERIES,,PO BOX 134,,LONG CREEK,OR,97856,0134,,Long Creek Cemetery District
111683,41,023,,GRANT,FOX CEMETERY MAINTENANCE DISTRICT,Special District,CEMETERIES,,54888 FOX VALLEY LN,,FOX,OR,97856,7027,,Fox Cemetery Maintenance District
133305,41,023,,GRANT,DAYVILLE CEMETERY MAINTENANCE DISTRICT,Special District,CEMETERIES,,490 ERVIN ST,PO BOX 31,DAYVILLE,OR,97825,0031,,Dayville Cemetery Maintenance District
154766,41,023,,GRANT,MID COUNTY CEMETERY MAINTENANCE DISTRICT,Special District,CEMETERIES,,PO BOX 508,,JOHN DAY,OR,97845,0508,,Mid County Cemetery Maintenance District
154767,41,023,,GRANT,MOUNT VERNON RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 328,,MOUNT VERNON,OR,97865,0328,,Mount Vernon Rural Fire Protection District
154768,41,023,,GRANT,PRAIRIE CEMETERY MAINTENANCE DISTRICT,Special District,CEMETERIES,,PO BOX 633,,PRAIRIE CITY,OR,97869,0633,,Prairie Cemetery Maintenance District
154769,41,023,,GRANT,GRANT COUNTY TRANSPORTATION DISTRICT,Special District,PUBLIC MASS TRANSIT UTILITY,,PO BOX 126,,JOHN DAY,OR,97845,0126,,Grant County Transportation District
154772,41,023,,GRANT,BLUE MOUNTAIN HOSPITAL DISTRICT,Special District,HOSPITALS,,170 FORD RD,,JOHN DAY,OR,97845,2009,http://www.bluemountainhospital.org,Blue Mountain Hospital District
154773,41,023,,GRANT,GRANT COUNTY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,721 S CANYON BLVD,,JOHN DAY,OR,97845,1054,,Grant County Soil And Water Conservation District
154774,41,023,,GRANT,MONUMENT CEMETERY MAINTENANCE DISTRICT,Special District,CEMETERIES,,48659 HWY 402,,KIMBERLY,OR,97848,6248,,Monument Cemetery Maintenance District
202444,41,023,,GRANT,PRAIRIE CITY RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,28961 N RIVER RD,,PRAIRIE CITY,OR,97869,8221,,Prairie City Rural Fire Protection District
205236,41,023,,GRANT,MONUMENT SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,PO BOX 95,,MONUMENT,OR,97864,0095,http://www.monumentswcd.org,Monument Soil And Water Conservation District
207078,41,023,,GRANT,JOHN DAY CANYON CITY AREA PARKS AND RECREATION DISTRICT,Special District,PARKS AND RECREATION,,PO BOX 762,,JOHN DAY,OR,97845,0762,http://www.jdccparksandrec.weebly.com,John Day Canyon City Area Parks And Recreation District
211435,41,023,,GRANT,JOHN DAY RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,450 E MAIN ST,,JOHN DAY,OR,97845,1238,,John Day Rural Fire Protection District
111685,41,025,,HARNEY,HARNEY COUNTY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,PO BOX 848,,HINES,OR,97738,0848,,Harney County Soil And Water Conservation District
154775,41,025,,HARNEY,DREWSEY CEMETERY MAINTENANCE DISTRICT,Special District,CEMETERIES,,PO BOX 162,,DREWSEY,OR,97904,0162,,Drewsey Cemetery Maintenance District
207079,41,025,,HARNEY,HARNEY COUNTY HEALTH DISTRICT,Special District,HOSPITALS,,557 W WASHINGTON ST,,BURNS,OR,97720,1441,http://www.harneydh.com,Harney County Health District
207080,41,025,,HARNEY,HIGH DESERT PARKS AND RECREATION DISTRICT,Special District,PARKS AND RECREATION,,PO BOX 238,,BURNS,OR,97720,0238,,High Desert Parks And Recreation District
111686,41,027,,HOOD RIVER,MOUNT HOOD IRRIGATION DISTRICT,Special District,IRRIGATION,,PO BOX 426,,MOUNT HOOD PARKDALE,OR,97041,0426,,Mount Hood Irrigation District
133306,41,027,,HOOD RIVER,PARKDALE SANITARY DISTRICT,Special District,SEWERAGE,,PO BOX 194,,MOUNT HOOD PARKDALE,OR,97041,0194,,Parkdale Sanitary District
133307,41,027,,HOOD RIVER,ICE FOUNTAIN WATER DISTRICT,Special District,WATER SUPPLY UTILITY,,1185 TUCKER RD,,HOOD RIVER,OR,97031,9673,,Ice Fountain Water District
154776,41,027,,HOOD RIVER,DEE IRRIGATION DISTRICT,Special District,IRRIGATION,,4835 OLEARY RD,,HOOD RIVER,OR,97031,9448,,Dee Irrigation District
154777,41,027,,HOOD RIVER,MIDDLE FORK IRRIGATION DISTRICT,Special District,OTHER MULTI-FUNCTION DISTRICTS,,PO BOX 291,,MOUNT HOOD PARKDALE,OR,97041,0291,,Middle Fork Irrigation District
154778,41,027,,HOOD RIVER,WY'EAST FIRE DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 56,,ODELL,OR,97044,0056,http://www.odellfire.com,Wy'East Fire District
154779,41,027,,HOOD RIVER,PARKDALE RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,P.O. BOX 40,,PARKDALE,OR,97041,0040,http://WWW.PARKDALEFIRE.COM,Parkdale Rural Fire Protection District
154780,41,027,,HOOD RIVER,PORT OF CASCADE LOCKS,Special District,TOLL HIGHWAYS,,PO BOX 307,,CASCADE LOCKS,OR,97014,0307,http://www.portofcascadelocks.org/,Port Of Cascade Locks
154781,41,027,,HOOD RIVER,HOOD RIVER COUNTY TRANSPORTATION DISTRICT,Special District,PUBLIC MASS TRANSIT UTILITY,,PO BOX 1147,,HOOD RIVER,OR,97031,0073,http://www.community.gorge.net/hrctd,Hood River County Transportation District
154782,41,027,,HOOD RIVER,FARMERS IRRIGATION DISTRICT,Special District,IRRIGATION,,1985 COUNTRY CLUB RD,,HOOD RIVER,OR,97031,9652,http://www.fidhr.org,Farmers Irrigation District
154783,41,027,,HOOD RIVER,CRYSTAL SPRINGS WATER DISTRICT,Special District,WATER SUPPLY UTILITY,,PO BOX 186,,ODELL,OR,97044,0186,http://www.cswdhr.com,Crystal Springs Water District
202445,41,027,,HOOD RIVER,EAST FORK IRRIGATION DISTRICT,Special District,IRRIGATION,,PO BOX 162,,ODELL,OR,97044,0162,,East Fork Irrigation District
202446,41,027,,HOOD RIVER,PORT OF HOOD RIVER,Special District,OTHER MULTI-FUNCTION DISTRICTS,,1000 E PORT MARINA DR,,HOOD RIVER,OR,97031,1186,portofhoodriver.com,Port Of Hood River
202447,41,027,,HOOD RIVER,ODELL SANITARY DISTRICT,Special District,SEWERAGE,,3700 DETHMAN RIDGE DR,,HOOD RIVER,OR,97031,9571,,Odell Sanitary District
207081,41,027,,HOOD RIVER,HOOD RIVER COUNTY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,3007 EXPERIMENT STATION DR,,HOOD RIVER,OR,97031,9512,http://www.hoodriverswcd.org,Hood River County Soil And Water Conservation District
207082,41,027,,HOOD RIVER,WESTSIDE RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,1185 TUCKER RD,,HOOD RIVER,OR,97031,9673,http://www.westsidefire.com,Westside Rural Fire Protection District
207083,41,027,,HOOD RIVER,HOOD RIVER VALLEY PARKS AND RECREATION DISTRICT,Special District,PARKS AND RECREATION,,1601 MAY ST,,HOOD RIVER,OR,97031,1350,http://www.hoodriverparksandrec.org,Hood River Valley Parks And Recreation District
239798,41,027,,HOOD RIVER,MT HOOD ECONOMIC ALLIANCE,Special District,OTHER MULTI-FUNCTION DISTRICTS,,802 CHENOWITH LOOP RD,,THE DALLES,OR,97058,4439,,Mt Hood Economic Alliance
249967,41,027,,HOOD RIVER,NORTH CENTRAL PUBLIC HEALTH DISTRICT,Special District,HEALTH,,419 EAST 7TH STREET,,THE DALLES,OR,97058,,HTTPS://WWW.NCPHD.ORG/,North Central Public Health District
249982,41,027,,HOOD RIVER,HOOD RIVER COUNTY LIBRARY DISTRICT,Special District,LIBRARIES,,502 STATE ST,,HOOD RIVER,OR,97031,,HTTPS://HOODRIVERLIBRARY.ORG/,Hood River County Library District
111689,41,029,,JACKSON,GOLD HILL IRRIGATION DISTRICT,Special District,IRRIGATION,,PO BOX 785,,ROGUE RIVER,OR,97537,0785,,Gold Hill Irrigation District
111692,41,029,,JACKSON,ROGUE VALLEY SEWER SERVICES,Special District,SEWERAGE,,PO BOX 3130,,CENTRAL POINT,OR,97502,0005,http://www.rvss.us,Rogue Valley Sewer Services
133309,41,029,,JACKSON,MEDFORD IRRIGATION DISTRICT,Special District,IRRIGATION,,PO BOX 70,,JACKSONVILLE,OR,97530,0070,medfordid.org/,Medford Irrigation District
133310,41,029,,JACKSON,JACKSON COUNTY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,89 ALDER ST,,CENTRAL POINT,OR,97502,2273,http://www.jsncd.org,Jackson County Soil And Water Conservation District
133311,41,029,,JACKSON,JACKSON COUNTY RURAL FIRE PROTECTION DISTRICT 4,Special District,LOCAL FIRE PROTECTION,,PO BOX 1400,,SHADY COVE,OR,97539,1400,,Jackson County Rural Fire Protection District 4
133312,41,029,,JACKSON,JACKSON COUNTY RURAL FIRE PROTECTION DISTRICT 5,Special District,LOCAL FIRE PROTECTION,,5811 S PACIFIC HWY,,PHOENIX,OR,97535,9605,http://www.jcfd5.com,Jackson County Rural Fire Protection District 5
139699,41,029,,JACKSON,NYE DITCH USERS INCORPORATED,Special District,NATURAL RESOURCES AND WATER SUPPLY,,PO BOX 93,,PROSPECT,OR,97536,0093,,Nye Ditch Users Incorporated
154784,41,029,,JACKSON,JACKSON COUNTY RURAL FIRE PROTECTION DISTRICT 3,Special District,LOCAL FIRE PROTECTION,,8333 AGATE RD,,WHITE CITY,OR,97503,1075,http://WWW.JCFD3.COM,Jackson County Rural Fire Protection District 3
154785,41,029,,JACKSON,CHARLOTTE ANN WATER DISTRICT,Special District,WATER SUPPLY UTILITY,,19 S ORANGE ST,,MEDFORD,OR,97501,2948,,Charlotte Ann Water District
154788,41,029,,JACKSON,ROGUE RIVER RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 1170,,ROGUE RIVER,OR,97537,1170,http://www.rogueriverfd.com,Rogue River Rural Fire Protection District
154789,41,029,,JACKSON,ROGUE RIVER VALLEY IRRIGATION DISTRICT,Special District,IRRIGATION,,3139 MERRIMAN RD,,MEDFORD,OR,97501,1270,http://www.rruid.org,Rogue River Valley Irrigation District
154790,41,029,,JACKSON,TALENT IRRIGATION DISTRICT,Special District,IRRIGATION,,PO BOX 467,,TALENT,OR,97540,0467,http://www.talentid.org,Talent Irrigation District
154791,41,029,,JACKSON,ELK CITY WATER DISTRICT,Special District,WATER SUPPLY UTILITY,,PO BOX 3171,,CENTRAL POINT,OR,97502,0006,,Elk City Water District
154793,41,029,,JACKSON,COLESTINE RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,1700 COLESTIN RD,,ASHLAND,OR,97520,9023,http://www.crfd.org,Colestine Rural Fire Protection District
154796,41,029,,JACKSON,ROGUE VALLEY TRANSPORTATION DISTRICT,Special District,PUBLIC MASS TRANSIT UTILITY,,3200 CRATER LAKE AVE,,MEDFORD,OR,97504,9075,http://www.rvtd.org,Rogue Valley Transportation District
154797,41,029,,JACKSON,APPLEGATE VALLEY RURAL FIRE PROTECTION DISTRICT 9,Special District,LOCAL FIRE PROTECTION,,1095 UPPER APPLEGATE RD,,JACKSONVILLE,OR,97530,9175,http://www.applegatefd.com,Applegate Valley Rural Fire Protection District 9
154798,41,029,,JACKSON,EVANS VALLEY FIRE DISTRICT 6,Special District,LOCAL FIRE PROTECTION,,8677 E EVANS CREEK RD,,ROGUE RIVER,OR,97537,6660,http://www.evfire.org,Evans Valley Fire District 6
154799,41,029,,JACKSON,PROSPECT RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 32,,PROSPECT,OR,97536,0032,http://www.prospectfpd.org,Prospect Rural Fire Protection District
187157,41,029,,JACKSON,MEDFORD RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,6482 PIONEER RD,,MEDFORD,OR,97501,9648,,Medford Rural Fire Protection District
191307,41,029,,JACKSON,SAMS VALLEY IRRIGATION ASSOCIATION,Special District,IRRIGATION,,9468 RAMSEY RD,,GOLD HILL,OR,97525,0418,,Sams Valley Irrigation Association
192208,41,029,,JACKSON,EAGLE POINT IRRIGATION DISTRICT,Special District,IRRIGATION,,PO BOX 157,,EAGLE POINT,OR,97524,0157,http://www.owrc.org/directory/basins/eaglept.htm,Eagle Point Irrigation District
192867,41,029,,JACKSON,LAKE CREEK RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,1584 S FORK LITTLE BUTTE CR RD,,EAGLE POINT,OR,97524,5517,,Lake Creek Rural Fire Protection District
192868,41,029,,JACKSON,JACKSON COUNTY HOUSING AUTHORITY,Special District,HOUSING AND COMMUNITY DEVELOPMENT,,2251 TABLE ROCK RD,,MEDFORD,OR,97501,1409,http://www.hajc.net,Jackson County Housing Authority
218175,41,029,,JACKSON,CORPORATE RANCH ROAD WATER IMPROVEMENT DISTRICT,Special District,WATER SUPPLY UTILITY,,10888 CORP RANCH ROAD,,ASHLAND,OR,97520,9749,,Corporate Ranch Road Water Improvement District
218182,41,029,,JACKSON,VALLEY VISTA ESTATES WATER IMPROVEMENT DISTRICT,Special District,WATER SUPPLY UTILITY,,395 ROBLEDA DR,,CENTRAL POINT,OR,97502,9327,,Valley Vista Estates Water Improvement District
239800,41,029,,JACKSON,GREENSPRINGS RFPD,Special District,LOCAL FIRE PROTECTION,,1147 HWY 66,,ASHLAND,OR,97520,,,Greensprings Rfpd
248421,41,029,,JACKSON,JACKSON COUNTY LIBRARY DISTRICT,Special District,LIBRARIES,,205 SOUTH CENTRAL AVENUE,STE 222,MEDFORD,OR,97501,,http://jcls.org/sp_final,Jackson County Library District
249977,41,029,,JACKSON,FERN VALLEY ESTATES IMPROVEMENT DISTRICT,Special District,OTHER NATURAL RESOURCES,,2604 DAVID LN,,MEDFORD,OR,97504,,,Fern Valley Estates Improvement District
111693,41,031,,JEFFERSON,CROOKED RIVER RANCH ROAD DISTRICT,Special District,HIGHWAYS,,PO BOX 842,,CROOKED RIVER RANCH,OR,97760,0842,,Crooked River Ranch Road District
133313,41,031,,JEFFERSON,JEFFERSON COUNTY RURAL FIRE PROTECTION DISTRICT 1,Special District,LOCAL FIRE PROTECTION,,PO BOX 30,,MADRAS,OR,97741,0011,http://www.jcfdl.org,Jefferson County Rural Fire Protection District 1
139701,41,031,,JEFFERSON,DESCHUTES VALLEY WATER DISTRICT,Special District,WATER SUPPLY UTILITY,,881 SW CULVER HWY,,MADRAS,OR,97741,9305,,Deschutes Valley Water District
154800,41,031,,JEFFERSON,NORTH UNIT IRRIGATION DISTRICT,Special District,IRRIGATION,,2024 NW BEECH ST,,MADRAS,OR,97741,9457,http://www.northunitid.com,North Unit Irrigation District
154801,41,031,,JEFFERSON,JEFFERSON COUNTY EMERGENCY MEDICAL SERVICES DISTRICT,Special District,HEALTH,,360 SW CULVER HWY,,MADRAS,OR,97741,0039,,Jefferson County Emergency Medical Services District
154802,41,031,,JEFFERSON,CROOKED RIVER RANCH RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,6971 SW SHAD RD,,CROOKED RIVER,OR,97760,7792,http://www.crrfire.org,Crooked River Ranch Rural Fire Protection District
154803,41,031,,JEFFERSON,JEFFERSON COUNTY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,625 SE SALMON AVE,STE 6,REDMOND,OR,97756,8696,,Jefferson County Soil And Water Conservation District
198795,41,031,,JEFFERSON,JEFFERSON COUNTY LIBRARY DISTRICT,Special District,LIBRARIES,,241 SE 7TH ST,,MADRAS,OR,97741,1610,http://www.jcld.org,Jefferson County Library District
218157,41,031,,JEFFERSON,CAMP SHERMAN ROAD DISTRICT 18,Special District,HIGHWAYS,,P O BOX 133,,CAMP SHERMAN,OR,97730,0143,,Camp Sherman Road District 18
218191,41,031,,JEFFERSON,MADRAS AQUATIC CENTER DISTRICT,Special District,PARKS AND RECREATION,,1195 SE KEMPER WAY,,MADRAS,OR,97741,1011,,Madras Aquatic Center District
249983,41,031,,JEFFERSON,JUNIPER BUTTE ROAD DISTRICT,Special District,HIGHWAYS,,PO BOX 333,,CULVER,OR,97734,,HTTPS://WWW.JEFFCO.NET/BC-JBRD,Juniper Butte Road District
249984,41,031,,JEFFERSON,LAKE CHINOOK FIRE & RESCUE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,11700 SW GRAHAM RD,,CULVER,OR,97734,,HTTP://LAKECHINOOKFIREANDRESCUE.ORG/,Lake Chinook Fire & Rescue Protection District
111695,41,033,,JOSEPHINE,ILLINOIS VALLEY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,PO BOX 352,,CAVE JUNCTION,OR,97523,0352,http://www.ivstreamteam.org,Illinois Valley Soil And Water Conservation District
133315,41,033,,JOSEPHINE,JOSEPHINE COUNTY SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,1440 PARKDALE DR,,GRANTS PASS,OR,97527,4925,,Josephine County Soil And Water Conservation District
154804,41,033,,JOSEPHINE,FORT VANNOY IRRIGATION DISTRICT,Special District,IRRIGATION,,PO BOX 2316,,GRANTS PASS,OR,97528,0206,,Fort Vannoy Irrigation District
154805,41,033,,JOSEPHINE,ILLINOIS VALLEY RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,681 CAVES HWY,,CAVE JUNCTION,OR,97523,9820,http://www.ivfire.com,Illinois Valley Rural Fire Protection District
154806,41,033,,JOSEPHINE,MURPHY DITCH ASSOCIATION,Special District,IRRIGATION,,PO BOX 112,,MURPHY,OR,97533,0112,,Murphy Ditch Association
154807,41,033,,JOSEPHINE,NORTHSIDE APPLEGATE RIVER DITCH,Special District,IRRIGATION,,13465 NORTH APPLEGATE ROAD,,GRANT PASS,OR,97527,8611,,Northside Applegate River Ditch
154808,41,033,,JOSEPHINE,WOLF CREEK RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 1,,WOLF CREEK,OR,97497,0001,,Wolf Creek Rural Fire Protection District
154809,41,033,,JOSEPHINE,WILLIAMS RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 81,,WILLIAMS,OR,97544,0081,http://WWW.WRFPD.ORG,Williams Rural Fire Protection District
207085,41,033,,JOSEPHINE,GRANTS PASS IRRIGATION DISTRICT,Special District,IRRIGATION,,200 FRUITDALE DR,,GRANTS PASS,OR,97527,5268,http://GPID.COM,Grants Pass Irrigation District
207086,41,033,,JOSEPHINE,JOSEPHINE COUNTY HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,Special District,HOUSING AND COMMUNITY DEVELOPMENT,,1205 NE 7TH ST,,GRANTS PASS,OR,97526,1423,http://www.jhcdc.net,Josephine County Housing And Community Development Authority
211436,41,033,,JOSEPHINE,MERLIN PARK DISTRICT,Special District,PARKS AND RECREATION,,PO BOX 412,,MERLIN,OR,97532,0412,,Merlin Park District
214766,41,033,,JOSEPHINE,NORWOOD PEOPLES UTILITY DISTRICT,Special District,WATER SUPPLY UTILITY,,1151 WILLOW LN,,GRANTS PASS,OR,97527,6220,,Norwood Peoples Utility District
214804,41,033,,JOSEPHINE,JOSEPHINE COUNTY 911 AGENCY,Special District,OTHER SINGLE FUNCTION DISTRICTS,,726 NE 7TH,,GRANTS PASS,OR,97526,2000,,Josephine County 911 Agency
219999,41,033,,JOSEPHINE,JOSEPHINE COUNTY-CITY OF GRANTS PASS SOLID WASTE AGENCY,Special District,SEWERAGE,,101 NW A ST,,GRANTS PASS,OR,97526,2000,,Josephine County-City Of Grants Pass Solid Waste Agency
239801,41,033,,JOSEPHINE,JEFFERSON BEHAVIORAL HEALTH,Special District,OTHER MULTI-FUNCTION DISTRICTS,,550 NE E ST,,GRANTS PASS,OR,97526,2326,,Jefferson Behavioral Health
239802,41,033,,JOSEPHINE,KERBY WATER DISTRICT,Special District,WATER SUPPLY UTILITY,,PO BOX 3157,,KERBY,OR,97531,3157,,Kerby Water District
249964,41,033,,JOSEPHINE,JOSEPHINE COMMUNITY LIBRARY DISTRICT,Special District,LIBRARIES,,200 NW C ST,,GRANTS PASS,OR,97526,,HTTPS://JOSEPHINELIBRARY.ORG/,Josephine Community Library District
249990,41,033,,JOSEPHINE,TWO RIVERS SOIL AND WATER CONSERVATION DISTRICT,Special District,SOIL AND WATER CONSERVATION,,1440 PARKDALE DR,,GRANTS PASS,OR,97527,,HTTPS://OCEANCONNECT.ORG/DISTRICTS.PHP?DID=22,Two Rivers Soil And Water Conservation District
111696,41,035,,KLAMATH,BONANZA RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 296,,BONANZA,OR,97623,0296,,Bonanza Rural Fire Protection District
111697,41,035,,KLAMATH,KLAMATH IRRIGATION DISTRICT,Special District,IRRIGATION,,6640 KID LN,,KLAMATH FALLS,OR,97603,9658,,Klamath Irrigation District
111698,41,035,,KLAMATH,MALIN RURAL FIRE PROTECTION DISTRICT,Special District,LOCAL FIRE PROTECTION,,PO BOX 195,,MALIN,OR,97632,0195,,Malin Rural Fire Protection District
111699,41,035,,KLAMATH,KLAMATH COUNTY RURAL FIRE PROTECTION DISTRICT 4,Special District,LOCAL FIRE PROTECTION,,4041 BALSAM DR,,KLAMATH FALLS,OR,97601,5406,http://www.firedistrict4.com,Klamath County Rural Fire Protection District 4
111700,41,035,,KLAMATH,WIARD MEMORIAL PARK DISTRICT,Special District,PARKS AND RECREATION,,PO BOX 1438,,KLAMATH FALLS,OR,97601,0078,http://www.wiardpark.com,Wiard Memorial Park District
111701,41,035,,KLAMATH,JACK PINE VILLAGE SPECIAL ROAD DISTRICT,Special District,HIGHWAYS,,100 TUMBO DR,,GILCHRIST,OR,97737,9751,,Jack Pine Village Special Road District
111704,41,035,,KLAMATH,SOUTH SUBURBAN SANITARY DISTRICT,Special District,SEWERAGE,,2201 LAVERNE AVE,,KLAMATH FALLS,OR,97603,4570,http://www.sssd.org,South Suburban Sanitary District
111705,41,035,,KLAMATH,CRESCENT SANITARY DISTRICT,Special District,SEWERAGE,,PO BOX 265,,CRESCENT,OR,97733,0265,,Crescent Sanitary District
111706,41,035,,KLAMATH,BLY WATER DISTRICT,Special District,WATER SUPPLY UTILITY,,PO BOX 72,,BLY,OR,97622,0072,,Bly Water District
